I,Q,I_dpd,Q_dpd
0.184115327,-0.217158859,0.12099758,-0.1512984
0.254892639,-0.007016109,0.1715962,0.005783431
0.239681725,0.187219258,0.15727139,0.14206646
0.135022557,0.288921755,0.085068844,0.2152162
-0.016634643,0.259038076,-0.014171146,0.18317007
-0.144388717,0.115329751,-0.09455874,0.06925072
-0.182922031,-0.073999423,-0.11790266,-0.066868156
-0.106112972,-0.22071717,-0.05763235,-0.16018434
0.057505543,-0.257314878,0.054705665,-0.18118778
0.236370174,-0.168562117,0.17590436,-0.10898279
0.349572513,0.001813703,0.25325614,0.017014012
0.345848896,0.17299709,0.2450625,0.13567904
0.227990859,0.26693491,0.15935814,0.19767074
0.050171028,0.246414927,0.035510868,0.17003913
-0.110195839,0.132369135,-0.07145051,0.07773948
-0.191067965,-0.008120834,-0.13107789,-0.025531948
-0.174493994,-0.096722732,-0.11942197,-0.07647903
-0.09065121,-0.083607661,-0.06396326,-0.05602906
0.003969395,0.028310922,-0.010924444,0.02478902
0.0611825,0.186778247,0.026775941,0.15029986
0.06849166,0.318864311,0.031613257,0.25113094
0.053404773,0.369375284,0.03119864,0.28793097
0.062081977,0.328605546,0.052192803,0.2580331
0.124718321,0.234942469,0.1116049,0.1920409
0.228414364,0.151382221,0.19416872,0.13033615
0.315040995,0.128981354,0.2575292,0.10830192
0.308131673,0.17723577,0.24570793,0.13743624
0.156255912,0.25765201,0.12020256,0.18275751
-0.130239307,0.30434354,-0.10058465,0.20329194
-0.470622467,0.260951592,-0.36608908,0.17477117
-0.741277143,0.11426695,-0.574675,0.07885669
-0.828582806,-0.09365128,-0.6446095,-0.060273413
-0.682375841,-0.28203449,-0.53058255,-0.19645798
-0.343391278,-0.368959046,-0.2625525,-0.24958216
0.070057604,-0.311287006,0.038781185,-0.18961784
0.41115724,-0.127030076,0.31070843,-0.048729874
0.566776817,0.110997616,0.41989797,0.11737029
0.503585617,0.307030415,0.37457815,0.2414413
0.276897568,0.384061789,0.20332807,0.27777743
-0.000596188,0.315495324,0.002310671,0.21007256
-0.213642253,0.132582373,-0.1430187,0.07320838
-0.295554362,-0.094034337,-0.19989282,-0.0891701
-0.251616859,-0.287805396,-0.16418841,-0.2186571
-0.145704005,-0.39765955,-0.092825346,-0.29511142
-0.059800704,-0.412961035,-0.0416796,-0.30465055
-0.048947263,-0.357488715,-0.044321194,-0.26558286
-0.114807291,-0.269027655,-0.1005043,-0.20783398
-0.209855852,-0.177690573,-0.178823,-0.14825505
-0.267520989,-0.094874238,-0.22643766,-0.08231935
-0.240433156,-0.017079274,-0.20388061,-0.012183137
-0.125922922,0.060551386,-0.113497786,0.06123033
0.033942515,0.131717275,0.00811341,0.1193977
0.176123924,0.17693731,0.12560377,0.16356461
0.249913093,0.174305846,0.19028652,0.15015359
0.241306203,0.116611557,0.19616577,0.09426965
0.175963661,0.023446499,0.15254882,0.012171328
0.100669163,-0.061150463,0.09516435,-0.059833676
0.054957349,-0.087011265,0.050097782,-0.07603429
0.049330967,-0.023989772,0.03507518,-0.022023603
0.061974745,0.117939333,0.03142317,0.08447933
0.054985162,0.286826015,0.02010186,0.2246087
0.000119796,0.408607268,-0.015765958,0.31681883
-0.10101365,0.420760833,-0.07930789,0.3173328
-0.213981912,0.303779431,-0.14778116,0.22318311
-0.287646333,0.094313936,-0.19117522,0.066193864
-0.280685286,-0.127955812,-0.18196198,-0.096786916
-0.184216944,-0.274922206,-0.11323836,-0.19814637
-0.02844641,-0.290396541,-0.01143875,-0.20278868
0.130137376,-0.176969589,0.089397036,-0.11243511
0.234319886,0.003952649,0.16245258,0.023768336
0.251463604,0.159694693,0.17232546,0.13044155
0.186198996,0.209000532,0.13230535,0.162645
0.075059848,0.120047646,0.06475342,0.08556874
-0.033143989,-0.07399766,0.003508702,-0.06540905
-0.100730274,-0.289200604,-0.047793597,-0.24133092
-0.116877724,-0.428307603,-0.073330306,-0.34488007
-0.098998599,-0.424209556,-0.07698185,-0.33151588
-0.080608808,-0.269676306,-0.07956845,-0.20635018
-0.092862324,-0.020227127,-0.10731446,-0.020264208
-0.14904271,0.230566272,-0.1554546,0.16625045
-0.238773797,0.391687345,-0.20998394,0.30304378
-0.333425033,0.412868274,-0.26833147,0.32157958
-0.399088962,0.303827661,-0.29979268,0.23970236
-0.410906058,0.127026739,-0.2946214,0.104775086
-0.363022521,-0.031730377,-0.25512666,-0.016342252
-0.271078819,-0.101221871,-0.19186875,-0.065813184
-0.167149435,-0.054751861,-0.12654209,-0.026453897
-0.0892238,0.080062053,-0.08151027,0.07630208
-0.068348792,0.234686388,-0.069106914,0.18709095
-0.116878756,0.329559743,-0.10336507,0.25918102
-0.22132117,0.307545676,-0.17099658,0.23466451
-0.342873036,0.157492547,-0.2487883,0.117391124
-0.427281978,-0.080749636,-0.30335832,-0.06442261
-0.422730725,-0.330803731,-0.2978887,-0.25111985
-0.300629297,-0.507351658,-0.21468368,-0.37846255
-0.071257147,-0.546184664,-0.054878846,-0.39508265
0.213745919,-0.426035321,0.1489163,-0.2943771
0.475868368,-0.175189435,0.3472958,-0.10456393
0.637751658,0.138450862,0.47069004,0.12194532
0.654103395,0.429631416,0.5062362,0.3295396
0.531652876,0.622441436,0.43693134,0.46210873
0.327644172,0.672672574,0.28028288,0.49367893
0.12560261,0.579001408,0.11926835,0.42399144
-0.001766904,0.380088652,0.028622907,0.27463925
-0.025344973,0.139340017,0.019141715,0.08992188
0.028389443,-0.076997345,0.057551067,-0.06381637
0.093125018,-0.22074706,0.09231883,-0.16545522
0.099442275,-0.274691186,0.08353396,-0.21110204
0.014332452,-0.253461476,0.011284675,-0.19978634
-0.137248054,-0.192937099,-0.11089491,-0.1700667
-0.281340299,-0.132924988,-0.23104963,-0.12534702
-0.331604567,-0.100322618,-0.27071056,-0.08749372
-0.23585553,-0.099520025,-0.19136661,-0.068780184
-0.008366638,-0.113591568,-0.016161695,-0.06023378
0.27018723,-0.11513828,0.20810667,-0.062437978
0.487333342,-0.081454572,0.37649313,-0.040996216
0.552162663,-0.006861141,0.4232825,0.001392059
0.441045687,0.093562049,0.3312161,0.059020936
0.211962211,0.190561881,0.15033497,0.117686674
-0.021193612,0.254449844,-0.02717375,0.15841542
-0.142848127,0.269365891,-0.11270174,0.18222202
-0.092186577,0.241083439,-0.07027622,0.17949106
0.10629466,0.194363598,0.086914316,0.1739053
0.353685159,0.160872585,0.28181607,0.15296899
0.523978433,0.163341976,0.420254,0.14588948
0.524595768,0.203703264,0.42052105,0.15905584
0.340417812,0.261271684,0.2675295,0.18149363
0.040119177,0.302349576,0.029062409,0.19162221
-0.257386121,0.297033642,-0.19746959,0.19139113
-0.438875761,0.235230546,-0.33862808,0.15956236
-0.447244655,0.13384013,-0.33786204,0.10149564
-0.302513332,0.030957927,-0.21750194,0.039031595
-0.08529318,-0.030919912,-0.05437322,0.008784555
0.106364466,-0.025202347,0.08407023,0.009379439
0.203405599,0.044639514,0.14867839,0.06079121
0.192445805,0.144336774,0.1401256,0.12163323
0.111695371,0.222748315,0.07870538,0.16852723
0.02196039,0.234726021,0.015492789,0.17200555
-0.029099108,0.162610106,-0.01423946,0.113382086
-0.029642322,0.026153541,-0.009158,0.011194281
-0.002652412,-0.124343422,0.019298133,-0.09403408
0.015086458,-0.229211476,0.028745621,-0.17419833
-0.000614625,-0.245582569,0.002382055,-0.18970099
-0.046027641,-0.166558377,-0.043533973,-0.13095962
-0.093813484,-0.024331503,-0.09390392,-0.02873274
-0.113018487,0.124421406,-0.11287934,0.08946723
-0.091278704,0.224171809,-0.088875405,0.17297818
-0.044708321,0.245121393,-0.04446917,0.19430436
-0.008824035,0.195015185,-0.0051252246,0.15302439
-0.015776114,0.112562308,-0.0014065579,0.07954249
-0.071899943,0.04585412,-0.04406316,0.02470085
-0.149873097,0.02671816,-0.10785509,0.0073748007
-0.201306968,0.054201124,-0.1553106,0.034725264
-0.183361693,0.095999443,-0.14618763,0.07890561
-0.084204059,0.107599845,-0.06987143,0.09725517
0.067857987,0.059563695,0.054070998,0.07905266
0.217716215,-0.041448271,0.17769507,-0.006911829
0.312496219,-0.14993862,0.26017714,-0.100874305
0.330139018,-0.200374324,0.26924273,-0.15153602
0.291156489,-0.139721938,0.22380307,-0.11594854
0.24645467,0.04190211,0.1756123,0.021174297
0.247728451,0.298468979,0.16160324,0.21988599
0.317099879,0.541455215,0.22591531,0.42532504
0.433446241,0.675316587,0.35579863,0.5337262
0.54359633,0.639710666,0.47379568,0.5028398
0.592399902,0.43884387,0.51508397,0.33915126
0.554664494,0.143353425,0.48200476,0.09796961
0.450514085,-0.137520215,0.39648837,-0.12810634
0.334883716,-0.301791652,0.2919961,-0.2593702
0.266574926,-0.298146873,0.21462253,-0.25384915
0.274215952,-0.147171165,0.19998398,-0.124638334
0.33868608,0.069269941,0.24237734,0.05215071
0.402588537,0.24543159,0.29012114,0.19096212
0.402091667,0.298484691,0.30275926,0.23305081
0.303514896,0.203301401,0.24173614,0.15028696
0.123882548,-2.59e-05,0.12002679,-0.019177578
-0.07666632,-0.227989689,-0.015591346,-0.20229644
-0.226926306,-0.393116319,-0.15342608,-0.334953
-0.283385479,-0.441767218,-0.21551043,-0.3596494
-0.25370585,-0.372996329,-0.20722905,-0.29020914
-0.191171368,-0.231415093,-0.16909117,-0.17147897
-0.162675907,-0.080079644,-0.15130681,-0.057654224
-0.208121883,0.031344867,-0.18081966,0.024367556
-0.31460668,0.086919494,-0.25711623,0.065022275
-0.421063902,0.104383346,-0.3376692,0.07872091
-0.452090244,0.117235487,-0.36146975,0.09510405
-0.36286167,0.150723847,-0.28857338,0.1308162
-0.169866456,0.205841994,-0.13868448,0.18368198
0.050968201,0.259907469,0.032481566,0.23344584
0.199689786,0.282283958,0.1541132,0.25156188
0.203520634,0.25503314,0.16441447,0.21121903
0.056577568,0.185641155,0.058976285,0.1307007
-0.173949306,0.103852453,-0.11666798,0.05611904
-0.379756237,0.044203273,-0.2846674,0.009496734
-0.465677325,0.024576214,-0.36286846,0.009877011
-0.398051787,0.033924632,-0.3128647,0.03515029
-0.221663556,0.03745718,-0.17300755,0.054423273
-0.036091295,-0.0024097,-0.02794429,0.035341263
0.056263541,-0.10057147,0.052239753,-0.05858888
0.003231312,-0.234073626,0.02259786,-0.1703553
-0.17068066,-0.347412963,-0.121770345,-0.28140068
-0.377858576,-0.37764151,-0.2957078,-0.31762332
-0.513293818,-0.287413929,-0.42028195,-0.24104577
-0.507771727,-0.088715519,-0.43202743,-0.07231511
-0.360543384,0.15631901,-0.31909075,0.13468991
-0.135205774,0.359859806,-0.13931125,0.30964875
0.077309421,0.447365779,0.0469913,0.39002818
0.207210569,0.392264462,0.16790992,0.33819085
0.23897054,0.228883538,0.20959699,0.19402035
0.211743789,0.03663912,0.19590929,0.029871821
0.188520271,-0.097203796,0.17275676,-0.08130694
0.213027499,-0.11804415,0.17666283,-0.094396494
0.279961767,-0.027853478,0.21671101,-0.02126678
0.336152757,0.119028987,0.250344,0.09274876
0.312329558,0.245516945,0.22809857,0.18902622
0.167386724,0.291362514,0.12180595,0.21444406
-0.080544913,0.242500303,-0.056325763,0.15946801
-0.355014318,0.135572643,-0.26418144,0.07542689
-0.555307954,0.036069767,-0.4263084,0.008546099
-0.606196466,0.002112146,-0.47710627,0.0008506775
-0.496693046,0.053046227,-0.39737877,0.054206327
-0.28651783,0.159120119,-0.23474881,0.14932682
-0.076114746,0.257222459,-0.07155409,0.2297944
0.044309183,0.284008986,0.034314223,0.25111216
0.03985429,0.208853462,0.042321086,0.17634796
-0.053701778,0.049485199,-0.019679904,0.038109303
-0.15216594,-0.137476476,-0.08999512,-0.113577135
-0.170640509,-0.28564923,-0.10697251,-0.22369401
-0.070996002,-0.35209617,-0.044897012,-0.2619251
0.116258906,-0.337224803,0.085137255,-0.23690334
0.307210257,-0.281295458,0.23057315,-0.1928429
0.408521577,-0.239909857,0.30928585,-0.17055424
0.366643887,-0.251859322,0.2776238,-0.1970948
0.196255978,-0.316566446,0.15223998,-0.26440954
-0.026740881,-0.393164834,-0.0132116005,-0.3423301
-0.203503535,-0.421860022,-0.16042936,-0.36455512
-0.261396929,-0.356584238,-0.21759999,-0.2952391
-0.188484015,-0.19207805,-0.17284346,-0.14807181
-0.036195935,0.02868751,-0.07160986,0.04017292
0.109942135,0.230956908,0.047750212,0.18952389
0.175196519,0.34084528,0.11365294,0.2822804
0.132504108,0.318644279,0.100565106,0.25085098
0.013026778,0.17707322,0.028388552,0.12345232
-0.113421417,-0.023809136,-0.058574848,-0.033858858
-0.176206059,-0.202211967,-0.10687632,-0.16458017
-0.139520044,-0.288611588,-0.08756343,-0.22236963
-0.017974251,-0.252816477,-0.0153855905,-0.17949979
0.134102868,-0.112804816,0.08501879,-0.065080084
0.251924035,0.077076734,0.17236388,0.07692064
0.291548389,0.251706213,0.19943988,0.20243944
0.24734139,0.362350627,0.1752846,0.28289622
0.148579197,0.393746876,0.11028361,0.29851848
0.039837272,0.365069547,0.036901563,0.26945776
-0.042317756,0.31635696,-0.019958496,0.22930993
-0.083621943,0.287953346,-0.05164451,0.20954995
-0.091500112,0.302502719,-0.062433846,0.22609161
-0.082929597,0.356710967,-0.06137363,0.27446443
-0.070346765,0.425095494,-0.054056197,0.33322865
-0.05492378,0.472759183,-0.03970238,0.37424994
-0.030587997,0.470991701,-0.0149134025,0.37493908
0.005446962,0.409167736,0.01998265,0.3268975
0.04427062,0.298614668,0.056376915,0.2388752
0.06612721,0.167628464,0.078096464,0.13373034
0.05132083,0.0501887,0.06839947,0.041549608
-0.005187901,-0.026948457,0.016424816,-0.02580551
-0.085227922,-0.053760009,-0.057545,-0.0644854
-0.151908612,-0.039473394,-0.122970514,-0.043508604
-0.166695501,-0.007190049,-0.13512638,-0.007900082
-0.110730868,0.017184265,-0.0929339,0.023823202
0.001494863,0.017075019,-0.008126453,0.023327023
0.12486066,-0.006915935,0.092302874,0.014141694
0.203032013,-0.03729644,0.15169095,-0.01716505
0.195707948,-0.048507362,0.1546101,-0.036505297
0.100002101,-0.020632541,0.08003884,-0.025687903
-0.045386951,0.048461209,-0.04807742,0.03420575
-0.17610038,0.138960234,-0.14195901,0.0901054
-0.230858134,0.215997003,-0.18952376,0.15283741
-0.179210834,0.245318332,-0.14571229,0.19077559
-0.035022057,0.210579531,-0.026871122,0.17714722
0.150398337,0.123400186,0.12585405,0.1261753
0.311546585,0.020096109,0.25754052,0.03690298
0.396720214,-0.054640769,0.32819334,-0.030792542
0.387568468,-0.069893189,0.3133857,-0.05520104
0.302026962,-0.025419242,0.23514193,-0.032421142
0.181078339,0.046112658,0.13559584,0.01725094
0.067391519,0.094085172,0.046840962,0.049768627
-0.013214388,0.075699742,-0.011724919,0.037608013
-0.059320729,-0.020176262,-0.043519966,-0.031982116
-0.088726184,-0.163897581,-0.054008283,-0.12914144
-0.125131552,-0.296708011,-0.07482875,-0.23873046
-0.184382278,-0.358659744,-0.13499537,-0.28604928
-0.266724859,-0.319268006,-0.21280113,-0.2584121
-0.35735718,-0.194932392,-0.297539,-0.16379973
-0.43316584,-0.04305279,-0.36495775,-0.040976174
-0.471308608,0.065551327,-0.3926563,0.053902462
-0.455916622,0.082706126,-0.36846185,0.07672632
-0.381542958,0.008911113,-0.29424787,0.02470009
-0.254113475,-0.104974258,-0.18480149,-0.058575977
-0.090634468,-0.182619429,-0.058724158,-0.11231153
0.082180797,-0.16198284,0.06311301,-0.09965362
0.231553965,-0.029747803,0.16745591,-0.00028948486
0.325775483,0.168005726,0.22792238,0.14175345
0.344202953,0.345746763,0.24444327,0.27407628
0.28673666,0.4201568,0.21330082,0.32530963
0.177718856,0.352826271,0.14398456,0.2653318
0.060334198,0.171862454,0.07149689,0.11714326
-0.018359101,-0.039633029,0.022747807,-0.03985419
-0.026493766,-0.183525002,0.010279462,-0.14878815
0.038038574,-0.195494012,0.037208322,-0.14990693
0.145275318,-0.078055315,0.099543944,-0.047751464
0.245684604,0.099495251,0.17016372,0.0869174
0.292763451,0.234910986,0.20512983,0.18969904
0.265417209,0.244083838,0.19816855,0.19434945
0.17908486,0.103870823,0.15111348,0.07824534
0.079524605,-0.134914977,0.09727585,-0.110572696
0.021561133,-0.370944052,0.0505147,-0.30155522
0.042704311,-0.500494237,0.045061924,-0.39801425
0.144381961,-0.466230614,0.105363205,-0.3602595
0.289980678,-0.282663014,0.20100158,-0.20894253
0.420675855,-0.026526621,0.2984532,-0.010827288
0.481340789,0.201744226,0.34529153,0.15741388
0.444100317,0.325009527,0.32828024,0.24732505
0.318679618,0.321128,0.24308816,0.23625956
0.145607598,0.224676544,0.12218557,0.1526917
-0.023166785,0.100311485,-0.0009493381,0.04577972
-0.14602404,0.004144252,-0.099525936,-0.0263597
-0.205476984,-0.045118315,-0.14981005,-0.04962208
-0.208841608,-0.070102259,-0.15635714,-0.05640451
-0.177828592,-0.113225498,-0.13270432,-0.0795998
-0.1344263,-0.203617311,-0.09357559,-0.14398628
-0.091156489,-0.332751662,-0.05592134,-0.24484052
-0.049954959,-0.453821184,-0.028674997,-0.34213355
-0.00818275,-0.506098971,-0.0075288564,-0.38660878
0.033864801,-0.450923146,0.012910157,-0.34525964
0.06977937,-0.298682927,0.029874086,-0.22432601
0.09044558,-0.110435217,0.039907467,-0.07613739
0.091410538,0.02864311,0.04848532,0.027940363
0.078607287,0.051206788,0.053091593,0.039117962
0.06765382,-0.056676933,0.0626993,-0.044511817
0.076096305,-0.24551584,0.08003441,-0.18997064
0.112800167,-0.424171174,0.105658256,-0.33219895
0.171086638,-0.503100369,0.13922635,-0.39560562
0.230482202,-0.437412974,0.16740322,-0.34399813
0.26695097,-0.248031149,0.1799036,-0.19419904
0.26616677,-0.010502052,0.17426938,-0.010208279
0.232054017,0.18238182,0.14880815,0.13167012
0.185115308,0.264792924,0.12290084,0.19978283
0.150853973,0.22661159,0.11323345,0.17463388
0.144580053,0.113078072,0.12384735,0.089718044
0.16145341,-0.002802661,0.14271146,-0.0052838176
0.17803011,-0.059312966,0.1522131,-0.05009873
0.165101582,-0.035624897,0.13457248,-0.031979576
0.104903075,0.042816264,0.083446465,0.025619447
0.002797271,0.124163673,-0.0058497414,0.080854684
-0.113734001,0.162641616,-0.08869993,0.112274796
-0.208854427,0.144726355,-0.16049701,0.09648563
-0.257454416,0.094528972,-0.19449091,0.063804075
-0.258610592,0.056184203,-0.19413835,0.04255162
-0.235261699,0.064286357,-0.17943817,0.054501057
-0.21968467,0.120184708,-0.17248979,0.099290505
-0.232779403,0.188531143,-0.18565622,0.15161406
-0.269359548,0.216818997,-0.21168756,0.17393483
-0.298892071,0.167290739,-0.22620854,0.13690226
-0.28261826,0.04301277,-0.20321,0.04371579
-0.19831965,-0.107549227,-0.1317572,-0.06548381
-0.058697465,-0.21168527,-0.027144574,-0.13869369
0.088244159,-0.209348719,0.07360375,-0.13991623
0.17915414,-0.086596761,0.12580244,-0.048276454
0.166666929,0.112764643,0.105996534,0.08975601
0.046028504,0.304850717,0.009777002,0.22386844
-0.137784537,0.405009229,-0.11948543,0.29811567
-0.307798904,0.36947341,-0.23891231,0.26883286
-0.390092843,0.218176036,-0.2856462,0.16058575
-0.349121953,0.026561417,-0.24204743,0.023654848
-0.205410472,-0.110347726,-0.13244465,-0.06793788
-0.026199019,-0.124366322,-0.009741321,-0.07131822
0.106730619,-0.008307705,0.07966963,0.015855283
0.136155342,0.179016962,0.07868506,0.14575104
0.055964175,0.339655634,0.023648586,0.26405168
-0.087849262,0.382427105,-0.07428957,0.28626138
-0.221649215,0.265944138,-0.15847552,0.191528
-0.281063519,0.018394522,-0.18607813,0.0071748123
-0.241360019,-0.2749254,-0.14481035,-0.2043611
-0.126307151,-0.509923054,-0.0647857,-0.38183767
0.007823315,-0.609496218,0.015061349,-0.46067673
0.103447195,-0.555485007,0.0678235,-0.42028892
0.130909365,-0.392649811,0.076219514,-0.29608876
0.100476352,-0.204044325,0.048380744,-0.15050302
0.05168273,-0.07040866,0.015322674,-0.048245095
0.02705933,-0.03304726,0.007328052,-0.019430183
0.045483999,-0.077210966,0.03387754,-0.05118162
0.090108184,-0.142844329,0.07382435,-0.10086502
0.117429743,-0.156712783,0.09236732,-0.11511284
0.082355198,-0.070355768,0.05505511,-0.055361822
-0.034562914,0.113831262,-0.05134552,0.07699478
-0.212547064,0.340209218,-0.19165531,0.24756394
-0.396569521,0.522120004,-0.33256775,0.38697898
-0.520841822,0.578716986,-0.41247368,0.45255423
-0.537801917,0.470188029,-0.40722606,0.38614923
-0.438223693,0.216129911,-0.3022288,0.19158538
-0.253253924,-0.110714921,-0.14144397,-0.056636363
-0.038757048,-0.412587925,0.015604906,-0.2838658
0.148984761,-0.604780844,0.14819667,-0.44346124
0.2738869,-0.647717143,0.211718,-0.4895497
0.328039724,-0.559839472,0.23626241,-0.43601024
0.325712134,-0.406285814,0.22539374,-0.3222022
0.289380533,-0.268566971,0.19666356,-0.21425882
0.236864388,-0.208467564,0.16336036,-0.16718657
0.176247685,-0.241815627,0.12954912,-0.19403262
0.109384202,-0.333510248,0.08898322,-0.26864028
0.039272246,-0.415955584,0.035254613,-0.33793432
-0.025250989,-0.422694331,-0.022156373,-0.34435505
-0.071378257,-0.322063588,-0.06816418,-0.2616961
-0.089503196,-0.135318396,-0.09421276,-0.11463673
-0.080320066,0.069691523,-0.09544686,0.05098997
-0.056153115,0.207265518,-0.070850424,0.15717532
-0.03454453,0.212568401,-0.036557235,0.16711895
-0.027518908,0.07279992,-0.012077354,0.053190604
-0.033427762,-0.163837298,0.0039983094,-0.12277327
-0.037375637,-0.406237058,0.0016406551,-0.3212699
-0.021170955,-0.558045245,-0.0054696277,-0.4419186
0.022530189,-0.558154728,0.009392988,-0.43613082
0.08075888,-0.405754826,0.03847743,-0.31018376
0.122574738,-0.158666605,0.05887895,-0.11243339
0.113854803,0.093889763,0.051929146,0.07413384
0.037468237,0.27103311,-0.0014288798,0.2007805
-0.092552932,0.333761799,-0.08258007,0.24625967
-0.232224621,0.297007315,-0.17760247,0.21254279
-0.325783692,0.215700621,-0.24167553,0.15382071
-0.332834843,0.153141863,-0.24563932,0.11511621
-0.250518188,0.148354228,-0.18595341,0.122504935
-0.118104977,0.198910318,-0.09221307,0.16771777
6.36e-05,0.26714579,-0.003891766,0.22444357
0.045948622,0.305230234,0.03379498,0.25160152
-0.002077557,0.28474945,0.004200317,0.22069968
-0.116278188,0.214373148,-0.0744287,0.1533327
-0.231452688,0.135868627,-0.16199246,0.09062512
-0.276696187,0.100576358,-0.20336026,0.07057114
-0.211454623,0.139155377,-0.16167215,0.11397578
-0.047573843,0.241225764,-0.048170067,0.20429362
0.154195613,0.356436386,0.106520355,0.30978715
0.311881521,0.417181225,0.23670325,0.35402256
0.360472828,0.371698354,0.2900081,0.3034253
0.281620473,0.210717623,0.24169663,0.16112627
0.110397075,-0.025901556,0.120296076,-0.03648585
-0.083428847,-0.265790748,-0.02064135,-0.23162413
-0.229177748,-0.435385495,-0.15712214,-0.36676735
-0.286487921,-0.490288436,-0.21922463,-0.39789844
-0.258628682,-0.43028719,-0.21223193,-0.33536005
-0.182778979,-0.293244006,-0.16311935,-0.21705267
-0.104646147,-0.133165519,-0.10799242,-0.08992588
-0.052710541,0.004725878,-0.0704551,0.017438605
-0.026522762,0.099032867,-0.04392977,0.07556662
-0.004582006,0.15142935,-0.015818402,0.11973497
0.034421475,0.173885403,0.016555239,0.13816287
0.091082665,0.174298993,0.06557399,0.14275791
0.139056263,0.150793886,0.10999487,0.12573577
0.138108618,0.098269464,0.11789947,0.08038896
0.059633506,0.02184053,0.06592432,0.012669779
-0.090361404,-0.053760606,-0.054445952,-0.060738746
-0.265473396,-0.088214831,-0.19809783,-0.09397351
-0.396030925,-0.044364424,-0.31355998,-0.051821534
-0.421962018,0.087101827,-0.3475822,0.06599429
-0.324618688,0.271667099,-0.27823085,0.22533263
-0.139984223,0.435896911,-0.13245326,0.36991185
0.055383453,0.495184171,0.036107585,0.42577976
0.180139418,0.393399927,0.15304926,0.33807003
0.188212662,0.135177807,0.18188661,0.121317446
0.092557983,-0.20706412,0.12888734,-0.15161073
-0.04030429,-0.518007938,0.013026696,-0.42391074
-0.123114353,-0.687029926,-0.08849584,-0.56339675
-0.091997842,-0.657022681,-0.08715733,-0.52551365
0.060379361,-0.450951273,0.012664482,-0.3386736
0.279675359,-0.162502211,0.17603496,-0.101316154
0.475701008,0.085686081,0.3385909,0.088019595
0.566383914,0.196858474,0.4236494,0.16354363
0.517736215,0.142191725,0.40433517,0.106963396
0.359692615,-0.029530216,0.29202494,-0.041603215
0.169972506,-0.218299153,0.1566588,-0.19315533
0.034374622,-0.321536252,0.04492405,-0.2767881
0.003791641,-0.280991614,-0.0008947551,-0.23093006
0.06969252,-0.105839264,0.030604083,-0.07691725
0.170215038,0.137279238,0.10108372,0.114378616
0.223363132,0.359770714,0.13891943,0.28541535
0.170153304,0.492682401,0.116627134,0.38390666
0.005794686,0.513525653,0.004997708,0.38369912
-0.216637482,0.446852288,-0.15500388,0.3233171
-0.411517082,0.341671251,-0.3028192,0.24790509
-0.501969997,0.240570065,-0.37559798,0.18212746
-0.456534729,0.158304257,-0.34037295,0.1301959
-0.303388089,0.080646126,-0.21835038,0.08150981
-0.115882729,-0.018135398,-0.0734444,0.018658966
0.022673758,-0.151462771,0.033389818,-0.08943673
0.0573763,-0.305627811,0.07011066,-0.21802244
-0.015032028,-0.443277806,0.00084701926,-0.3399355
-0.148000906,-0.523254546,-0.1122561,-0.42196542
-0.269485145,-0.524920579,-0.21907985,-0.42929256
-0.31566872,-0.462255949,-0.26442525,-0.3710447
-0.257720541,-0.378779385,-0.22205451,-0.28944823
-0.110090228,-0.325361278,-0.10409067,-0.22987849
0.081153365,-0.332920906,0.05158367,-0.22797064
0.261760112,-0.395176052,0.20490783,-0.27955964
0.391782144,-0.471238978,0.30679998,-0.35141182
0.456728985,-0.506962926,0.35151735,-0.39927727
0.464346421,-0.463647903,0.3489333,-0.37946445
0.431912393,-0.338735294,0.31487486,-0.2843002
0.373210897,-0.167593382,0.26319858,-0.1468915
0.292997265,-0.005828809,0.20086601,-0.01931373
0.191089601,0.098040038,0.12802678,0.058655336
0.071807946,0.124944702,0.045793228,0.07485452
-0.048878514,0.091363504,-0.036913678,0.047232375
-0.144591037,0.037120203,-0.10707445,0.005801134
-0.188855788,0.002735855,-0.14289472,-0.010371715
-0.169178833,0.009199648,-0.13084498,0.0072824135
-0.096560337,0.050631154,-0.08023549,0.050587565
-0.003987652,0.102256184,-0.012535036,0.08609851
0.066731932,0.137304203,0.044895902,0.12214325
0.083851766,0.141973615,0.06040222,0.11856705
0.040698823,0.119868318,0.034744952,0.08702923
-0.04126934,0.084595506,-0.025720254,0.04869415
-0.123439486,0.046886165,-0.088075586,0.01851897
-0.169710462,0.00588837,-0.12607676,-0.004799284
-0.164684894,-0.048820258,-0.12121952,-0.03606148
-0.1206842,-0.125480711,-0.083270915,-0.08629916
-0.069592717,-0.216812223,-0.040298194,-0.15528627
-0.043603655,-0.295355984,-0.022536963,-0.21961385
-0.055130136,-0.32313998,-0.03986968,-0.24536858
-0.087077273,-0.272364496,-0.07384389,-0.21140933
-0.099636519,-0.145882804,-0.09472967,-0.117184505
-0.05118017,0.015576287,-0.07030923,0.018362105
0.076922087,0.146471811,0.025270902,0.12039752
0.264561224,0.185792915,0.18835363,0.17070265
0.455401392,0.108687388,0.35684815,0.10358983
0.578046383,-0.056629896,0.47688287,-0.034223884
0.576805273,-0.237401761,0.48245323,-0.19008276
0.43766694,-0.348214577,0.35967004,-0.29662225
0.1967408,-0.331551862,0.15431936,-0.29625016
-0.073525392,-0.186812383,-0.06523999,-0.19368291
-0.294406799,0.027439578,-0.25155544,-0.01738166
