I,Q,I_dpd,Q_dpd
0.286351614,0.63412167,0.21907005,0.493172
0.281004289,0.725104704,0.24343604,0.56084037
0.252017854,0.706070207,0.23289889,0.54470557
0.183179085,0.582543283,0.17566141,0.4448632
0.065596107,0.384053582,0.084661454,0.28241712
-0.090452599,0.159361844,-0.030570798,0.101241186
-0.251150746,-0.034534006,-0.16189745,-0.050973263
-0.367352152,-0.148324619,-0.2632078,-0.13200036
-0.394019116,-0.156568273,-0.30182743,-0.12655225
-0.312735133,-0.067366154,-0.25304765,-0.0430462
-0.145827224,0.079984342,-0.13282895,0.08646746
0.046818158,0.23009183,0.013338063,0.20438115
0.189404209,0.33378072,0.13190095,0.29204243
0.222117896,0.367680817,0.16749087,0.3015992
0.128882042,0.34152349,0.10649735,0.26085955
-0.052812788,0.289121984,-0.027308658,0.20109557
-0.246107889,0.247278287,-0.17702293,0.16616361
-0.367787263,0.233531969,-0.27965927,0.16516046
-0.365410832,0.234917087,-0.2812782,0.18290062
-0.241176288,0.21459175,-0.18058193,0.18246962
-0.05087167,0.133778547,-0.0297108,0.12711746
0.122035842,-0.022211103,0.112562165,0.00878863
0.205149138,-0.228208679,0.18810499,-0.15032443
0.17037848,-0.423534366,0.1586101,-0.3209356
0.045895745,-0.536216848,0.047848906,-0.4347633
-0.098654889,-0.516253249,-0.081561096,-0.4303555
-0.186177101,-0.361609562,-0.16545501,-0.3008807
-0.168663911,-0.123437248,-0.16773716,-0.10268451
-0.048681325,0.113152616,-0.083521746,0.09248915
0.123981128,0.264379367,0.064791285,0.22544415
0.277819005,0.282720957,0.20201561,0.24679817
0.353840573,0.175163425,0.28361508,0.15006353
0.331369724,-0.003313856,0.28133872,-0.0038478896
0.233325121,-0.176979938,0.20855561,-0.1473746
0.109844694,-0.283469545,0.105499364,-0.23628473
0.010206106,-0.298329899,0.014174212,-0.24946813
-0.041547131,-0.239255635,-0.038061514,-0.19591781
-0.054700776,-0.150037626,-0.05487355,-0.11938706
-0.060504652,-0.07433815,-0.060845055,-0.061196182
-0.088939253,-0.033652314,-0.08115914,-0.031802513
-0.14754127,-0.020347346,-0.12309224,-0.022541009
-0.214747308,-0.007760336,-0.17270505,-0.015135169
-0.251819144,0.029974252,-0.2040095,0.017309621
-0.226718691,0.100403329,-0.18724313,0.080161855
-0.136198422,0.187413588,-0.11992312,0.15449949
-0.012844519,0.260480478,-0.023508675,0.217815
0.088242407,0.292541214,0.061573498,0.24667113
0.117197701,0.275909897,0.093027316,0.22491135
0.057168131,0.227183609,0.055001296,0.17116974
-0.063261727,0.178632989,-0.034752376,0.11924583
-0.180999988,0.161250491,-0.12816182,0.10445824
-0.228659359,0.189087514,-0.1738542,0.13501506
-0.169430108,0.253370024,-0.13573608,0.19968094
-0.018642612,0.329008331,-0.023353651,0.27500653
0.160046482,0.389023478,0.11869256,0.33325773
0.283453095,0.418186753,0.22236153,0.34914082
0.289440817,0.418130204,0.2343809,0.332505
0.169451599,0.401613578,0.14282554,0.3006779
-0.023659775,0.38025022,-0.0067312494,0.26890326
-0.197495304,0.353903022,-0.14120355,0.2492067
-0.262193213,0.308895502,-0.19131124,0.22674783
-0.173027473,0.226791898,-0.11792766,0.18051304
0.046916046,0.098945927,0.055549562,0.10561353
0.315224624,-0.061861425,0.26336688,-0.017572433
0.526272849,-0.220272534,0.4429783,-0.14225553
0.598254732,-0.3297272,0.49536815,-0.24997373
0.509227245,-0.351488484,0.40799972,-0.29460156
0.305539438,-0.272039174,0.22844476,-0.2461514
0.079171048,-0.110122247,0.04488045,-0.117897876
-0.074867542,0.090084109,-0.08785535,0.05121039
-0.100836343,0.27615882,-0.10889999,0.1995547
-0.004720037,0.406508318,-0.028215237,0.32318962
0.152798486,0.462461125,0.10901645,0.38272566
0.288308256,0.448789697,0.23194659,0.36968207
0.336493015,0.38440014,0.279888,0.3075931
0.280194695,0.289771793,0.23946854,0.22068755
0.156010731,0.178503429,0.14580128,0.1237185
0.033883835,0.056879638,0.054452956,0.021763772
-0.018470222,-0.070027795,0.006909732,-0.064536154
0.031255914,-0.191274401,0.03850597,-0.14567925
0.164814042,-0.287885238,0.13977638,-0.212841
0.322711663,-0.338102077,0.25692287,-0.24534522
0.432601648,-0.327476952,0.33505678,-0.2457376
0.442697727,-0.257755293,0.33373633,-0.20560518
0.344544092,-0.148728053,0.24827528,-0.13188483
0.175256938,-0.031138367,0.114409745,-0.04663314
-0.000617484,0.065998191,-0.024669334,0.019268498
-0.120187582,0.126841191,-0.10379144,0.072102025
-0.148519782,0.152638545,-0.12344029,0.10042025
-0.090776239,0.156116044,-0.07542903,0.11676821
0.013859334,0.149990381,0.009231716,0.12301874
0.11200866,0.136859635,0.089215204,0.123999044
0.159580172,0.107045294,0.12955664,0.09574932
0.138337683,0.046217631,0.12127675,0.039025515
0.059343744,-0.051499158,0.06709889,-0.04676888
-0.046322367,-0.173141938,-0.015912466,-0.14741704
-0.143620532,-0.286611283,-0.09834283,-0.23663633
-0.208345686,-0.352443762,-0.15298778,-0.28438932
-0.234479309,-0.342567798,-0.18350801,-0.27129892
-0.232246961,-0.256237488,-0.19240394,-0.20093583
-0.219460893,-0.123882733,-0.191064,-0.09807094
-0.211204981,0.004516065,-0.18545619,0.004042156
-0.212681116,0.081697862,-0.17975596,0.06787677
-0.217739481,0.085100896,-0.17336822,0.07235141
-0.212745381,0.027151319,-0.16136062,0.027405083
-0.183396603,-0.051825504,-0.13429677,-0.032818973
-0.121536444,-0.104719783,-0.08592828,-0.07028946
-0.029656922,-0.101882495,-0.020437256,-0.06491594
0.078083941,-0.045730778,0.050887085,-0.017165616
0.178531095,0.032052889,0.12573004,0.04054317
0.245423199,0.089141718,0.17960349,0.07962531
0.257435234,0.096719652,0.195732,0.08010833
0.206503399,0.055640294,0.16349518,0.040243253
0.103720529,-0.004766568,0.09040102,-0.01610165
-0.020169415,-0.045057992,-0.0025048032,-0.057349827
-0.12160913,-0.041203196,-0.0921124,-0.05878414
-0.157793482,-0.002589689,-0.13021225,-0.01260037
-0.103073267,0.028858583,-0.087372206,0.028457776
0.038167409,-7.3e-05,0.02409672,0.023765638
0.228552003,-0.12221898,0.19177502,-0.0643197
0.407915021,-0.324678427,0.34584534,-0.22520706
0.514448026,-0.544742303,0.42856556,-0.41913402
0.509106612,-0.692117401,0.40490457,-0.5678192
0.392924152,-0.689077289,0.2913817,-0.58903337
0.208806444,-0.510117128,0.13069229,-0.4468227
0.025615616,-0.20133332,-0.017336152,-0.18413705
-0.089658758,0.131760895,-0.11685649,0.086456925
-0.099856727,0.364716272,-0.118641816,0.27932382
-0.013114346,0.405975035,-0.028708167,0.32990867
0.121612187,0.236992212,0.10485021,0.21084948
0.237347883,-0.077779869,0.21822649,-0.044264145
0.279859361,-0.416129853,0.2713701,-0.31364316
0.23191835,-0.647776886,0.20601684,-0.52169645
0.119441253,-0.686791173,0.08794967,-0.57359177
-0.003475928,-0.524051748,-0.027289458,-0.44195485
-0.083228467,-0.226371045,-0.10273788,-0.19167593
-0.094706725,0.095957864,-0.12218254,0.071206585
-0.054317859,0.337587695,-0.08449321,0.26433903
-0.011004819,0.440615923,-0.02978564,0.3553176
-0.019317947,0.413067024,-0.01479888,0.32638705
-0.107961043,0.316991816,-0.066577144,0.2370813
-0.260087009,0.233730179,-0.18121663,0.1649505
-0.416302489,0.223562275,-0.31575945,0.15933473
-0.500281572,0.298296997,-0.3983044,0.23186888
-0.455474507,0.418254667,-0.3711302,0.34504002
-0.27533417,0.513365337,-0.22493684,0.43726766
-0.01192906,0.517338669,-0.007758707,0.45267433
0.242251352,0.398826124,0.20538414,0.3585571
0.391811442,0.17599265,0.33742458,0.16518112
0.378521015,-0.0907924,0.33665195,-0.06412942
0.205822902,-0.32353061,0.19861555,-0.2623806
-0.063137833,-0.456825166,-0.025231227,-0.39676577
-0.332630068,-0.460855192,-0.2603422,-0.40438896
-0.513893985,-0.348551338,-0.42402133,-0.29639155
-0.559314816,-0.165938643,-0.47418582,-0.13286768
-0.476731799,0.028364068,-0.4099171,0.03353493
-0.319269034,0.184929365,-0.2751503,0.16700257
-0.157463994,0.277981656,-0.13681689,0.24348672
-0.047886384,0.308323239,-0.039597787,0.26369
-0.012619316,0.295931542,-0.00429859,0.24283113
-0.037371352,0.267353136,-0.018767655,0.20694311
-0.086341886,0.24400649,-0.055184998,0.18066214
-0.124237545,0.235683179,-0.08637329,0.17337166
-0.133657356,0.240287331,-0.09681191,0.18068619
-0.119977581,0.247959954,-0.0880223,0.19097705
-0.103287696,0.24646866,-0.074549235,0.19171514
-0.10369572,0.225329098,-0.07222103,0.1739131
-0.128974342,0.177804609,-0.0878497,0.13453023
-0.171064393,0.101514527,-0.117166914,0.07541539
-0.212208641,-0.001055009,-0.14832479,-0.002429448
-0.235913765,-0.121484113,-0.16477653,-0.09200051
-0.235637281,-0.244402534,-0.1641491,-0.18407622
-0.216133935,-0.348057682,-0.15411073,-0.26235026
-0.187315854,-0.407856175,-0.14028373,-0.30764806
-0.155242404,-0.402960262,-0.1244308,-0.30346012
-0.116623688,-0.324182496,-0.10313658,-0.24108021
-0.060980643,-0.180074,-0.06907541,-0.12732323
0.02029165,0.001899752,-0.011561967,0.023027211
0.123344805,0.180642593,0.065833405,0.14803745
0.226743035,0.31218082,0.15364864,0.26095587
0.296180189,0.362504376,0.22119746,0.29633075
0.298066712,0.31799231,0.2382409,0.2524135
0.215749994,0.189636428,0.18772379,0.14136533
0.060002256,0.009565292,0.07933998,-0.0075429976
-0.132245145,-0.178757913,-0.063311376,-0.16180496
-0.311206499,-0.333068797,-0.22152683,-0.28567702
-0.433716033,-0.423296691,-0.3316903,-0.34705654
-0.479703321,-0.437778448,-0.38326314,-0.34557855
-0.457871117,-0.383565271,-0.37627473,-0.29369393
-0.398168393,-0.281871126,-0.33384857,-0.20847806
-0.335279078,-0.161024899,-0.28527895,-0.11276787
-0.291753679,-0.049370435,-0.2481822,-0.026811711
-0.26930008,0.030300252,-0.22416833,0.034961134
-0.252205721,0.064291221,-0.20333248,0.061810568
-0.22030894,0.049703844,-0.17153037,0.051393434
-0.16385306,-0.005517563,-0.12260603,0.010408215
-0.091640597,-0.084367419,-0.062025942,-0.048499778
-0.027645262,-0.164705734,-0.008838594,-0.11367804
0.002346436,-0.225151885,0.012118302,-0.1656354
-0.013179983,-0.251700016,-0.007865176,-0.1887531
-0.061773787,-0.242779763,-0.04959914,-0.1891076
-0.109823438,-0.210299079,-0.09072972,-0.16936736
-0.117534545,-0.175346704,-0.09948031,-0.13970006
-0.05919682,-0.159456942,-0.053678915,-0.11674279
0.061410464,-0.174669885,0.040096134,-0.11898544
0.208795145,-0.216788957,0.16158077,-0.1493681
0.328870905,-0.265384076,0.25654894,-0.19120908
0.37206236,-0.291322053,0.2874294,-0.22412057
0.315885855,-0.269088468,0.23661608,-0.22052884
0.17630957,-0.188612956,0.12213907,-0.16590667
0.002180162,-0.061123607,-0.010471314,-0.07440072
-0.145166289,0.083962998,-0.12748158,0.04194066
-0.21803629,0.210020172,-0.18996432,0.14864002
-0.202423909,0.287227973,-0.17061773,0.21869855
-0.122902942,0.30331281,-0.10053598,0.24188103
-0.030284328,0.266277844,-0.019094825,0.21651585
0.022130803,0.198310335,0.029346928,0.16002946
0.002736269,0.12433857,0.017651021,0.090530336
-0.084718082,0.061168111,-0.051892057,0.035633743
-0.203883136,0.012487091,-0.14716902,-0.006686367
-0.303192671,-0.028346177,-0.22974801,-0.033374883
-0.33940777,-0.070105563,-0.26113534,-0.055205215
-0.296300425,-0.115327691,-0.22719094,-0.07943512
-0.190112282,-0.156888746,-0.1435416,-0.101771265
-0.059931233,-0.181611074,-0.04375469,-0.11555998
0.051684725,-0.178736357,0.03888751,-0.115708835
0.118079213,-0.14805943,0.083908215,-0.094424814
0.138507312,-0.102467359,0.09568304,-0.0652206
0.134372403,-0.062704039,0.094039924,-0.04311487
0.134289807,-0.046724372,0.09845725,-0.036218643
0.15617599,-0.059442756,0.12019792,-0.047223724
0.195970384,-0.088958208,0.15431249,-0.0688719
0.229101114,-0.112099285,0.18035677,-0.08692322
0.224132599,-0.107010874,0.17328861,-0.086308554
0.161530075,-0.066297719,0.12036056,-0.060283214
0.047476072,-0.003383579,0.03182069,-0.016363971
-0.08517747,0.052068264,-0.07410637,0.037953928
-0.190360201,0.068125389,-0.1486575,0.03929086
-0.23067837,0.027185612,-0.1758945,0.009880558
-0.196983373,-0.063401227,-0.144438,-0.04699158
-0.115320724,-0.172605285,-0.0753781,-0.12041909
-0.036757193,-0.258834095,-0.014259569,-0.18774462
-0.014006005,-0.288692952,-0.004457824,-0.21513307
-0.075672722,-0.252128256,-0.061082758,-0.19628823
-0.210749374,-0.166433406,-0.17478627,-0.14707851
-0.371530386,-0.067285078,-0.30834907,-0.071849555
-0.494366995,0.008376935,-0.4066719,-0.002767101
-0.528836334,0.038753623,-0.43037868,0.033933133
-0.461414254,0.024696864,-0.36795366,0.032765403
-0.322019322,-0.014811702,-0.24912384,0.008991629
-0.169923422,-0.055755778,-0.12787232,-0.017172739
-0.06560332,-0.082798264,-0.045966975,-0.040832676
-0.042136313,-0.095746096,-0.025064625,-0.06404008
-0.090127036,-0.105489571,-0.06709487,-0.08518094
-0.163572278,-0.122590846,-0.12926239,-0.102071986
-0.203726224,-0.146257262,-0.16043043,-0.11812656
-0.169084481,-0.161369202,-0.13351315,-0.1213869
-0.056586669,-0.146422047,-0.0494665,-0.098214716
0.096398474,-0.088354168,0.059687965,-0.048458077
0.230045505,0.004704572,0.16472322,0.020891681
0.290754383,0.101595321,0.20975915,0.08670525
0.256112281,0.160475433,0.18784595,0.12435681
0.143940673,0.15042615,0.11000028,0.10741222
0.001644289,0.071129581,0.008655727,0.031028897
-0.117786619,-0.041096871,-0.08131171,-0.056612913
-0.180229126,-0.126492676,-0.12872458,-0.11257117
-0.182868629,-0.129858503,-0.13704786,-0.10800162
-0.1491808,-0.030264787,-0.12640971,-0.02225113
-0.110716422,0.143132359,-0.10861958,0.1125181
-0.087017499,0.31912484,-0.09107921,0.25294352
-0.07555615,0.414828404,-0.074665435,0.3312295
-0.057378792,0.375188713,-0.043025903,0.29968148
-0.01465701,0.202569417,0.010039527,0.16328539
0.051031881,-0.039150499,0.07542967,-0.024107091
0.111859457,-0.249925956,0.11579101,-0.18374512
0.124315982,-0.337958108,0.10874875,-0.25934476
0.053072655,-0.262806723,0.037805073,-0.20847404
-0.104410979,-0.056420292,-0.10164251,-0.070250705
-0.306934469,0.188946109,-0.27015826,0.117793694
-0.480497139,0.361467986,-0.4037318,0.27355134
-0.548134569,0.380868896,-0.44305092,0.3086725
-0.465216172,0.236253113,-0.35013092,0.20673223
-0.242832105,-0.007217063,-0.15252,0.027436793
0.053115409,-0.236335072,0.062502615,-0.14431
0.32786057,-0.340004112,0.2844242,-0.227603
0.497090565,-0.258774304,0.38719198,-0.17722642
0.521199761,-0.011454585,0.38707343,-0.0072272643
0.418524541,0.312760638,0.2950704,0.22526254
0.252089197,0.592391631,0.17502452,0.43363464
0.097485412,0.72434582,0.078944616,0.54275274
0.008447782,0.664649745,0.026256386,0.5093796
-0.003056176,0.442283051,0.031558454,0.34343565
0.036248971,0.142044792,0.07586144,0.108546585
0.083131783,-0.133742855,0.10632891,-0.099662736
0.105556352,-0.30645596,0.11091394,-0.2358813
0.100288227,-0.347550092,0.08470029,-0.27186558
0.091285728,-0.280760178,0.06316504,-0.21676499
0.110968727,-0.162550763,0.06761104,-0.119770065
0.17610598,-0.052590226,0.11828064,-0.031351298
0.272867044,0.011165129,0.20085338,0.016008735
0.360137546,0.0225009,0.27418634,0.023653999
0.389680793,0.000362039,0.30264443,0.0011022538
0.332096939,-0.02790522,0.25920495,-0.030684203
0.194166322,-0.04320619,0.15135553,-0.052371845
0.017890075,-0.042799164,0.021402609,-0.0570257
-0.138361235,-0.037271936,-0.108874984,-0.060255785
-0.226413542,-0.040213109,-0.184715,-0.0464506
-0.228420162,-0.057894328,-0.17763236,-0.050655685
-0.16038247,-0.085318435,-0.123899125,-0.058616504
-0.058451812,-0.110521507,-0.04366777,-0.07027963
0.042946415,-0.123807089,0.032271978,-0.07973419
0.127916984,-0.125617534,0.094372496,-0.08013922
0.201192441,-0.127599141,0.14959863,-0.08354273
0.275188466,-0.145514265,0.21063504,-0.10336841
0.351199567,-0.187646731,0.27421096,-0.14123233
0.407978302,-0.245433463,0.3215209,-0.19196996
0.406943386,-0.292475802,0.31912744,-0.23710507
0.313265593,-0.294032191,0.239003,-0.24788529
0.121752569,-0.223593549,0.08552184,-0.19975841
-0.128080689,-0.078998649,-0.113542296,-0.10780697
-0.359034608,0.110073969,-0.30590418,0.05024472
-0.48527752,0.288041767,-0.40978763,0.21408968
-0.450967654,0.391715049,-0.37441027,0.3202039
-0.259407193,0.374186285,-0.20284224,0.32301676
0.023066533,0.224634343,0.031606156,0.21730469
0.292379766,-0.024389982,0.25163698,0.016900033
0.45056291,-0.305732438,0.40025744,-0.20704287
0.447780235,-0.539537382,0.38380906,-0.4185202
0.302565822,-0.660087977,0.2430084,-0.551798
0.090735834,-0.637475406,0.05664669,-0.5516059
-0.091275442,-0.486152364,-0.09650383,-0.41982085
-0.170592582,-0.257676305,-0.16828534,-0.2172753
-0.128397621,-0.021065753,-0.14296946,-0.014668487
-0.003037612,0.161298632,-0.044109054,0.13328929
0.133949829,0.253110742,0.08363049,0.22179486
0.215341507,0.252223776,0.15911978,0.2152539
0.209931863,0.185559487,0.17029518,0.15013017
0.133362697,0.094233893,0.12150344,0.067772165
0.034591953,0.015750265,0.049589533,0.001015149
-0.032948027,-0.02945264,-0.015161708,-0.042405933
-0.039470862,-0.042344915,-0.028797992,-0.03910598
0.00800563,-0.040028518,0.0077650696,-0.026711658
0.072730642,-0.04437076,0.05404029,-0.019575745
0.109892849,-0.070247263,0.083622955,-0.03949675
0.090330695,-0.118613756,0.07370483,-0.082028694
0.014041825,-0.176930056,0.020941824,-0.13861616
-0.092043635,-0.225919338,-0.06204071,-0.19107014
-0.188740848,-0.248909939,-0.14328444,-0.21144614
-0.242536623,-0.239239091,-0.19104585,-0.19899781
-0.237456831,-0.202571796,-0.19220817,-0.16227302
-0.176597252,-0.153667428,-0.14775053,-0.11525109
-0.075627207,-0.109725353,-0.06971886,-0.0722816
0.045420947,-0.083725997,0.023141492,-0.04674395
0.166510147,-0.080670159,0.1223418,-0.04282579
0.267015995,-0.097761846,0.20321664,-0.060355928
0.323913317,-0.127479349,0.25098145,-0.09197597
0.314036821,-0.161267421,0.24384141,-0.1281442
0.222794968,-0.191817336,0.17258434,-0.16108286
0.056087857,-0.213290837,0.048795573,-0.18612579
-0.152274196,-0.220449699,-0.11333016,-0.20829204
-0.345153974,-0.208445581,-0.27536318,-0.19264024
-0.460575535,-0.174488739,-0.37173286,-0.15221694
-0.457768841,-0.12105684,-0.37335968,-0.09575237
-0.338362582,-0.058697454,-0.27867466,-0.033881925
-0.150570629,-0.005901373,-0.13082477,0.021189585
0.028427719,0.015469251,0.013732642,0.05052182
0.12561686,-0.011530218,0.1036104,0.021319985
0.105555869,-0.090010037,0.09322337,-0.05578855
-0.012688084,-0.203941051,0.009947922,-0.16028899
-0.164485916,-0.319827369,-0.11181099,-0.26803106
-0.270998484,-0.396005631,-0.20424083,-0.3256449
-0.277715064,-0.39681349,-0.21971032,-0.31520152
-0.180746846,-0.306367348,-0.1552343,-0.22955209
-0.027353418,-0.13634116,-0.048839994,-0.08559427
0.109606925,0.075773881,0.056294393,0.07438062
0.169977358,0.277768267,0.09947415,0.22200657
0.137272122,0.419312995,0.08752056,0.32870668
0.046096946,0.468054864,0.030622426,0.35706615
-0.037666608,0.419468552,-0.019731864,0.3156014
-0.053074397,0.297192749,-0.019576482,0.22336714
0.022800307,0.144144038,0.045154784,0.11262599
0.162598205,0.007914515,0.14649317,0.018607229
0.303505543,-0.074343852,0.25288653,-0.04328239
0.380764202,-0.086603097,0.30956218,-0.057815593
0.361442186,-0.037141915,0.28381315,-0.031511426
0.260206427,0.046191466,0.19633609,0.022684008
0.129001412,0.126567203,0.091482855,0.07759079
0.027028464,0.170924304,0.012857325,0.11119601
-0.011808698,0.160777074,-0.010748565,0.11084059
0.004264366,0.097744788,0.008014791,0.06895372
0.032901279,0.002180909,0.043161623,0.0076205283
0.025402558,-0.094517215,0.03855907,-0.070339754
-0.04208816,-0.16122863,-0.021286733,-0.1329581
-0.152231732,-0.178030987,-0.113653935,-0.15357429
-0.254761144,-0.142703266,-0.20276842,-0.12559997
-0.294978073,-0.070341685,-0.24168941,-0.062467612
-0.246267099,0.013679541,-0.2060138,0.0145365
-0.127714282,0.084335635,-0.11282124,0.080823585
0.00398186,0.126406865,-0.008858323,0.11145276
0.084632612,0.138408134,0.061205067,0.12637083
0.07828126,0.129206137,0.06011571,0.10511479
-0.001653514,0.109227486,0.0027999505,0.06989953
-0.098385356,0.081188918,-0.06821617,0.044527203
-0.142546391,0.035958099,-0.10370243,0.01586479
-0.091324349,-0.043179209,-0.063054584,-0.026514865
0.045728806,-0.169030743,0.043253023,-0.11064298
0.209178139,-0.337400366,0.18535593,-0.23963588
0.320185004,-0.519951777,0.26329955,-0.38788116
0.323155492,-0.66867442,0.25290382,-0.53251916
0.217493218,-0.732279377,0.15317981,-0.61179477
0.060637321,-0.678540765,0.018847845,-0.57876295
-0.060302335,-0.512495955,-0.08108168,-0.43161762
-0.074036427,-0.280940075,-0.09693114,-0.2228784
0.036179688,-0.059059415,-0.014444172,-0.027905814
0.22143102,0.076885727,0.14669469,0.084618255
0.390221522,0.079977441,0.29036194,0.08212468
0.454372054,-0.047004196,0.36258173,-0.025940739
0.374238141,-0.250697878,0.31260377,-0.20053446
0.17990328,-0.446852021,0.16291755,-0.37532204
-0.04264322,-0.552618586,-0.02426251,-0.47709435
-0.193321238,-0.517920444,-0.16118535,-0.4398932
-0.206532694,-0.342958787,-0.18738002,-0.27764392
-0.082179464,-0.075343312,-0.10908633,-0.04882233
0.115767028,0.210577781,0.036015898,0.17593153
0.291322037,0.442200253,0.19205153,0.36717325
0.362188194,0.572625717,0.27712587,0.45971894
0.296248305,0.591230325,0.24412093,0.4558407
0.121989515,0.519070012,0.11260837,0.38395113
-0.089881075,0.394280832,-0.04602433,0.27850187
-0.26190668,0.255990109,-0.17610034,0.17523007
-0.34342479,0.133817156,-0.24308601,0.09070034
-0.326310361,0.045266514,-0.23429167,0.035229176
-0.238099377,-0.001656066,-0.1712065,0.011019565
-0.120066345,-0.005506538,-0.087307446,0.017574683
-0.004731766,0.028499302,-0.0069783553,0.034050345
0.094621103,0.085921026,0.06973669,0.08797677
0.178702224,0.142033847,0.12487909,0.12882453
0.247696631,0.166561484,0.18779805,0.14179368
0.289339806,0.135145657,0.22959068,0.11231354
0.279128729,0.043384557,0.22987413,0.0330254
0.193844398,-0.084296687,0.16889298,-0.075796634
0.030393303,-0.197972538,0.04670818,-0.17007318
-0.182367088,-0.23941278,-0.1295428,-0.22184558
-0.387956619,-0.167296205,-0.31185424,-0.16034232
-0.5229118,0.020957446,-0.43693286,0.0004787892
-0.544303856,0.282201309,-0.4674579,0.22483878
-0.450083306,0.540711515,-0.388666,0.4541188
-0.28131441,0.717059508,-0.23088911,0.6141108
-0.104587438,0.759997676,-0.06534075,0.6477444
0.016844174,0.666348647,0.042592775,0.5568233
0.048990514,0.479231809,0.07217426,0.3891154
-0.002151324,0.265552857,0.037512176,0.20197512
-0.099037199,0.08415255,-0.039466664,0.054215744
-0.194184512,-0.039211888,-0.12377114,-0.045492083
-0.252805662,-0.117534362,-0.17737705,-0.098866254
-0.265098445,-0.186729008,-0.19376197,-0.14393461
-0.24364299,-0.277816935,-0.17852452,-0.20610997
-0.209990153,-0.393288854,-0.15253136,-0.29295638
-0.179964295,-0.501639065,-0.13408315,-0.37998778
-0.156559695,-0.554016043,-0.12553215,-0.4253925
-0.133423392,-0.514292816,-0.11743713,-0.3962857
-0.104712223,-0.385561007,-0.102984734,-0.29319048
-0.073148826,-0.216922965,-0.083191656,-0.15927052
-0.049792338,-0.084476342,-0.06369626,-0.059818856
-0.04519386,-0.054489441,-0.049755104,-0.0400128
-0.058174662,-0.147395297,-0.04219524,-0.110387616
-0.071042271,-0.322349836,-0.037548438,-0.24965574
-0.056654447,-0.492536962,-0.031610265,-0.38405126
0.004870986,-0.565711546,0.0017342046,-0.44147658
0.109200171,-0.490717234,0.0665313,-0.37816107
0.222015962,-0.286313161,0.1398674,-0.21321623
0.290815826,-0.036380318,0.19159925,-0.020546049
0.270792145,0.148029764,0.17976671,0.11079575
0.152116086,0.18243444,0.10296942,0.13103652
-0.02697099,0.052340316,-0.013112068,0.020666987
-0.191041941,-0.175601032,-0.12300771,-0.15639001
-0.259988499,-0.381348715,-0.17933172,-0.31277144
-0.188577101,-0.445820624,-0.14016873,-0.34733632
0.006976409,-0.306323239,-0.013973765,-0.21568492
0.250562099,0.01324182,0.1604721,0.036656603
0.437621363,0.411659498,0.29410562,0.33236194
0.482936504,0.754531194,0.3905315,0.58789134
0.361993848,0.932180484,0.34805623,0.69877166
0.125166004,0.904291878,0.1612739,0.6775719
-0.123338883,0.711399411,-0.05211927,0.5346913
-0.27259396,0.449761226,-0.1664893,0.33833063
-0.255921005,0.223529336,-0.15180054,0.16960476
-0.081323503,0.097981142,-0.032515064,0.083250895
0.173079259,0.075503848,0.146109,0.08270058
0.396031672,0.103672272,0.30852878,0.11203465
0.494346477,0.108754591,0.39260158,0.10121383
0.433758676,0.03634967,0.34931192,0.024932489
0.250666761,-0.12103329,0.21076852,-0.113319494
0.030776742,-0.321607687,0.053780396,-0.27959716
-0.133255942,-0.49607971,-0.08623441,-0.42239636
-0.183752443,-0.580984334,-0.14349726,-0.4735055
-0.119777927,-0.546737743,-0.10655353,-0.42690575
0.009698529,-0.407894596,-0.017290078,-0.30152398
0.13509071,-0.213013789,0.07263065,-0.14393029
0.2013835,-0.021503752,0.12842986,-0.0002233088
0.191437953,0.120115557,0.12583795,0.09472494
0.127435331,0.191832172,0.084297076,0.14439179
0.052590995,0.199670911,0.03564418,0.146215
0.00507308,0.164726704,0.0064464025,0.116192535
-0.001318671,0.109662549,0.0060724877,0.0739657
0.019571181,0.050013178,0.026265435,0.03634906
0.038674851,-0.006799548,0.046295024,-0.0048892647
0.031031719,-0.056974142,0.031307697,-0.04379815
-0.009563323,-0.095371499,-0.004024841,-0.0765197
-0.068346077,-0.114242992,-0.05108641,-0.09627143
-0.119788938,-0.106365516,-0.09479321,-0.09102547
-0.143175153,-0.069828562,-0.11787259,-0.060646016
-0.134062946,-0.010503992,-0.11503463,-0.00921993
-0.105334638,0.060057391,-0.094607376,0.050274596
-0.078053434,0.130214023,-0.07359999,0.100503415
-0.068242225,0.193585875,-0.06425925,0.14776604
-0.077608937,0.250373766,-0.06945989,0.18941869
-0.093346055,0.303473762,-0.07858538,0.23032571
-0.096442803,0.351878846,-0.07809954,0.27106386
-0.072987416,0.386133554,-0.0566132,0.30302632
-0.021589694,0.389841946,-0.012090214,0.3112285
0.047092707,0.347655458,0.04717023,0.28197974
0.117638976,0.255845908,0.108824976,0.2125109
0.178744652,0.129197642,0.16180107,0.11388239
0.227825949,-0.000780124,0.19987664,0.0044720992
0.26859865,-0.096841408,0.22875312,-0.073381156
0.303727194,-0.131438751,0.24845025,-0.10174614
0.328103338,-0.098853081,0.2575961,-0.07945854
0.328142399,-0.017470516,0.24930641,-0.019333199
0.288675948,0.079349861,0.2138063,0.052724496
0.203860254,0.159240318,0.14731002,0.11149348
0.085237746,0.205213502,0.058051288,0.14195158
-0.039092505,0.220823504,-0.031925783,0.15034236
-0.135493832,0.22353831,-0.1022099,0.15361644
-0.181201721,0.23044848,-0.13753736,0.16524826
